Stop Name,Depoh,Route Number,Direction
KL113 HAB LEBUH PUDU,Batu Caves,151,A-B
KL113 HAB LEBUH PUDU,Batu Caves,151,B-A
KL1939 MEDAN PASAR,Batu Caves,151,B-A
KL117 BSN LEBUH AMPANG,Batu Caves,151,B-A
KL30 AMANAHRAYA,Batu Caves,151,B-A
(M) KL31 HENTIAN MUNSHI ABDULLAH,Batu Caves,151,B-A
(M) KL32 CAPSQUARE,Batu Caves,151,B-A
(M) KL1940 SOGO KL,Batu Caves,151,B-A
KL40 MEDAN MARA,Batu Caves,151,B-A
KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,Batu Caves,151,B-A
KL42 EDC HOTEL,Batu Caves,151,B-A
KL46 CHOWKIT/KFC (BARAT),Batu Caves,151,B-A
KL47 DAMAI HOSPITAL (OPP),Batu Caves,151,B-A
KL49 PERKIM/PUSRAWI,Batu Caves,151,B-A
KL578 TAMAN GOLDEN,Batu Caves,151,B-A
KL579 SK SRI DHANDAYUTHAPANI,Batu Caves,151,B-A
(M) KL1580 MRT SENTUL BARAT PINTU B,Batu Caves,151,B-A
KL580 RIVERCITY 3RD MILE,Batu Caves,151,B-A
KL581 BATU COMPLEX BUSINESS CENTRE,Batu Caves,151,B-A
KL583 SMK (P) JLN IPOH,Batu Caves,151,B-A
KL584 KOMPLEKS MUTIARA,Batu Caves,151,B-A
KL585 MRT KENTOMEN PINTU B,Batu Caves,151,B-A
KL586 KOMPLEKS MIKASA,Batu Caves,151,B-A
KL1577 SK KAMPUNG BATU (OPP),Batu Caves,151,B-A
KL587 KOMERSIAL KOK LIAN,Batu Caves,151,B-A
KL565 KTM TAMAN WAHYU (OPP),Batu Caves,151,B-A
(M) KL566 LOTUS SELAYANG,Batu Caves,151,B-A
KL2247 KOMERSIAL KIP,Batu Caves,151,B-A
KL567 TAMAN SRI SELAYANG,Batu Caves,151,B-A
KL569 TAMAN DESA BAKTI,Batu Caves,151,B-A
SL531 SELAYANG PANDANG,Batu Caves,151,B-A
SL532 SELAYANG PANDANG,Batu Caves,151,B-A
SL533 POS MALAYSIA SELAYANG (OPP),Batu Caves,151,B-A
SL55 GIANT SELAYANG,Batu Caves,151,B-A
SL45 BALAI POLIS SELAYANG BARU,Batu Caves,151,B-A
SL46 PERUMAHAN SELAYANG BARU,Batu Caves,151,B-A
SL51 SELAYANG BARU (UTARA),Batu Caves,151,B-A
SL52 SELAYANG BARU (BARAT),Batu Caves,151,B-A
SL291 TAMAN SELAYANG INDAH,Batu Caves,151,B-A
SL292 TAMAN SELAYANG SEGAR,Batu Caves,151,B-A
SL293 BULATAN BERINGIN,Batu Caves,151,B-A
SL524 BOMBA BANDAR SELAYANG,Batu Caves,151,B-A
SL266 SELAYANG 18 RESIDENCES,Batu Caves,151,B-A
SL282 SELAYANG 18 RESIDENCES (OPP),Batu Caves,151,B-A
SL283 DATARAN BANDAR BARU SELAYANG,Batu Caves,151,B-A
SL294 HAB WIRA DAMAI,Batu Caves,170,A-B
SL182 PANGSAPURI KENANGA,Batu Caves,170,A-B
SL183 PANGSAPURI CEMPAKA,Batu Caves,170,A-B
SL184 KG MELAYU WIRA DAMAI,Batu Caves,170,A-B
SL309 PANGSAPURI SAUJANA GOMBAK,Batu Caves,170,A-B
SL185 PINGGIRAN BT CAVES (SELATAN),Batu Caves,170,A-B
SL786 MEDAN SELERA PINGGIRAN,Batu Caves,170,A-B
SL189 MEDAN SELERA PINGGIRAN,Batu Caves,170,A-B
SL191 PINGGIRAN BT CAVES (SELATAN),Batu Caves,170,A-B
SL192 FLAT TAMAN PINGGIRAN,Batu Caves,170,A-B
SL205 SK TAMAN SERI GOMBAK 2 (OPP),Batu Caves,170,A-B
SL207 DEWAN BERINGIN GOMBAK (OPP),Batu Caves,170,A-B
SL506 TAMAN PRIMA SRI GOMBAK,Batu Caves,170,A-B
SL470 MASJID AR-RAHIMAH,Batu Caves,170,A-B
SL471 SRA RAKYAT DARUL MUJAHIDIN,Batu Caves,170,A-B
KL1796 TAMAN KOPERASI POLIS 1,Batu Caves,170,A-B
(M) KL1794 TAMAN PELANGI,Batu Caves,170,A-B
KL989 KG CHUBADAK HULU (SELATAN),Batu Caves,170,A-B
KL991 KG CHUBADAK TAMBAHAN,Batu Caves,170,A-B
KL642 SJKC PENG MING,Batu Caves,170,A-B
KL2063 SPG DATO SENU,Batu Caves,170,A-B
KL643 MASJID AL-HIDAYAH SENTUL,Batu Caves,170,A-B
KL644 PANGSAPURI SENTUL UTARA,Batu Caves,170,A-B
PASAR SENTUL (OPP),Batu Caves,170,A-B
KL2064 SMK CONVENT SENTUL (OPP),Batu Caves,170,A-B
KL645 SENTUL BOULEVARD (UTARA),Batu Caves,170,A-B
KL647 FENNEL SENTUL,Batu Caves,170,A-B
KL2065 CAPERS SENTUL,Batu Caves,170,A-B
D6 SENTUL,Batu Caves,170,A-B
KL665 SJKC SENTUL KL,Batu Caves,170,A-B
KL666 PERUMAHAN AWAM SERI TERENGGANU,Batu Caves,170,A-B
(M) KL667 MRT TITIWANGSA,Batu Caves,170,B-A
KL668 HOSPITAL TAWAKAL,Batu Caves,170,B-A
KL2500 MASJID AMRU SENTUL,Batu Caves,170,B-A
KL652 MAKPEM,Batu Caves,170,B-A
KL2051 WISMA HEALTH LANE,Batu Caves,170,B-A
KL2052 SMK LA SALLE,Batu Caves,170,B-A
D7 SENTUL,Batu Caves,170,B-A
KL613 SENTUL BOULEVARD (BARAT),Batu Caves,170,B-A
KL615 SMK CONVENT SENTUL,Batu Caves,170,B-A
KL616 PASAR SENTUL,Batu Caves,170,B-A
KL617 SK SENTUL 2,Batu Caves,170,B-A
KL2053 BHP SENTUL (OPP),Batu Caves,170,B-A
KL1500 SJKC SENTUL PENG MING (OPP),Batu Caves,170,B-A
KL992 KG CHUBADAK TAMBAHAN,Batu Caves,170,B-A
KL993 KG CHUBADAK HULU,Batu Caves,170,B-A
KL1793 TAMAN PELANGI,Batu Caves,170,B-A
KL1795 TAMAN KOPERASI POLIS,Batu Caves,170,B-A
(M) SL468 RAUDHATUL SAKINAH,Batu Caves,170,B-A
SL469 MASJID AR-RAHIMAH,Batu Caves,170,B-A
SL222 TAMAN PRIMA SRI GOMBAK,Batu Caves,170,B-A
SL176 DEWAN BERINGIN GOMBAK,Batu Caves,170,B-A
SL177 FLAT PINGGIRAN,Batu Caves,170,B-A
SL185 PINGGIRAN BT CAVES (SELATAN),Batu Caves,170,B-A
SL786 MEDAN SELERA PINGGIRAN,Batu Caves,170,B-A
SL189 MEDAN SELERA PINGGIRAN,Batu Caves,170,B-A
SL191 PINGGIRAN BT CAVES (SELATAN),Batu Caves,170,B-A
SL178 KG MELAYU WIRA DAMAI,Batu Caves,170,B-A
SL179 KG MELAYU WIRA DAMAI,Batu Caves,170,B-A
SL180 APARTMENT SAUJANA,Batu Caves,170,B-A
SL181 PANGSAPURI KENANGA (OPP),Batu Caves,170,B-A
SL294 HAB WIRA DAMAI,Batu Caves,170,B-A
SL294 HAB WIRA DAMAI,Batu Caves,171,A-B
SL182 PANGSAPURI KENANGA,Batu Caves,171,A-B
SL183 PANGSAPURI CEMPAKA,Batu Caves,171,A-B
SL184 KG MELAYU WIRA DAMAI,Batu Caves,171,A-B
SL309 PANGSAPURI SAUJANA GOMBAK,Batu Caves,171,A-B
SL192 FLAT TAMAN PINGGIRAN,Batu Caves,171,A-B
SL193 TAMAN SRI GOMBAK FASA 10,Batu Caves,171,A-B
SL194 PERUMAHAN SRI GOMBAK FASA 9,Batu Caves,171,A-B
SL195 TAMAN TASIK SRI GOMBAK,Batu Caves,171,A-B
SL196 PERUMAHAN TAMAN SRI GOMBAK (TIMUR),Batu Caves,171,A-B
SL197 TASIK SRI GOMBAK FASA 8,Batu Caves,171,A-B
SL504 MASJID SRI GOMBAK,Batu Caves,171,A-B
SL198 TAMAN SRI GOMBAK,Batu Caves,171,A-B
SL246 KOMERSIAL SRI GOMBAK,Batu Caves,171,A-B
SL247 TAMAN SRI GOMBAK FASA 3,Batu Caves,171,A-B
SL237 SMK HILLCREST,Batu Caves,171,A-B
SL238 KOMERSIAL SERI GOMBAK FASA 5,Batu Caves,171,A-B
SL239 BALAIRAYA SERI GOMBAK,Batu Caves,171,A-B
SL240 TAMAN SRI GOMBAK FASA 4,Batu Caves,171,A-B
SL248 PETRONAS SRI GOMBAK,Batu Caves,171,A-B
(M) SL249 URBAN 360,Batu Caves,171,A-B
SL207 DEWAN BERINGIN GOMBAK (OPP),Batu Caves,171,A-B
SL250 GIANT BT CAVES (OPP),Batu Caves,171,A-B
SL251 METRO TABERNACLE (OPP),Batu Caves,171,A-B
SL252 HENTIAN SAMUDERA BARAT,Batu Caves,171,A-B
SL253 WISMA SBC (OPP),Batu Caves,171,A-B
SL254 PERINDUSTRIAN BT CAVES,Batu Caves,171,A-B
SL255 BT CAVES INDUSTRIAL PARK,Batu Caves,171,A-B
SL256 PERINDUSTRIAN SBC,Batu Caves,171,A-B
SL257 BT CAVES INDUSTRIAL PARK,Batu Caves,171,A-B
KL631 TAMAN BATU MUDA (TENGAH),Batu Caves,171,A-B
KL632 TAMAN BATU MUDA (TIMUR),Batu Caves,171,A-B
(M) KL633 RAUDHATUL SAKINAH,Batu Caves,171,A-B
KL634 IIC/PICOMS (OPP),Batu Caves,171,A-B
KL636 TAMAN KOPERASI POLIS,Batu Caves,171,A-B
KL638 FIT CENTRE,Batu Caves,171,A-B
KL639 SMK BATU MUDA (OPP),Batu Caves,171,A-B
KL640 RESIDENSI SKY AWANI,Batu Caves,171,A-B
KL1503 ONE MAXIM,Batu Caves,171,A-B
CENTURA SENTUL,Batu Caves,171,A-B
KL641 1 SENTUL CONDOMINIUM (OPP),Batu Caves,171,A-B
KL642 SJKC PENG MING,Batu Caves,171,A-B
KL2063 SPG DATO SENU,Batu Caves,171,A-B
KL643 MASJID AL-HIDAYAH SENTUL,Batu Caves,171,A-B
KL644 PANGSAPURI SENTUL UTARA,Batu Caves,171,A-B
KL645 SENTUL BOULEVARD (UTARA),Batu Caves,171,A-B
KL647 FENNEL SENTUL,Batu Caves,171,A-B
D6 SENTUL,Batu Caves,171,A-B
KL665 SJKC SENTUL KL,Batu Caves,171,A-B
KL665 SJKT SENTUL,Batu Caves,171,A-B
KL666 PERUMAHAN AWAM SERI TERENGGANU,Batu Caves,171,A-B
KL2249 PERKIM,Batu Caves,171,A-B
KL50 DAMAI HOSPITAL,Batu Caves,171,A-B
(M) KL52 MONORAIL CHOWKIT,Batu Caves,171,A-B
KL69 PASAR CHOW KIT,Batu Caves,171,A-B
KL70 SRI AMAR,Batu Caves,171,A-B
KL71 KOMERSIAL TAR,Batu Caves,171,A-B
KL35 MAJU JUNCTION,Batu Caves,171,A-B
KL36 KOMPLEKS PERTAMA,Batu Caves,171,A-B
KL37 GLOBE KL,Batu Caves,171,A-B
KL38 COLISEUM,Batu Caves,171,A-B
KL114 DATARAN MERDEKA,Batu Caves,171,A-B
KL1934 MUZIUM TEKSTIL NEGARA,Batu Caves,171,A-B
KL1939 MEDAN PASAR,Batu Caves,171,A-B
KL117 BSN LEBUH AMPANG,Batu Caves,171,A-B
KL117 BSN LEBUH AMPANG,Batu Caves,171,B-A
KL30 AMANAHRAYA,Batu Caves,171,B-A
(M) KL31 HENTIAN MUNSHI ABDULLAH,Batu Caves,171,B-A
(M) KL32 CAPSQUARE,Batu Caves,171,B-A
(M) KL1940 SOGO KL,Batu Caves,171,B-A
KL40 MEDAN MARA,Batu Caves,171,B-A
SKPK LELAKI JLN BATU,Batu Caves,171,B-A
KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,Batu Caves,171,B-A
KL42 EDC HOTEL,Batu Caves,171,B-A
KL46 CHOWKIT/KFC (BARAT),Batu Caves,171,B-A
KL47 DAMAI HOSPITAL (OPP),Batu Caves,171,B-A
KL47 PICOMS,Batu Caves,171,B-A
KL49 PERKIM/PUSRAWI,Batu Caves,171,B-A
KL610 IPD SENTUL,Batu Caves,171,B-A
KL2050 FLAT SRI TERENGGANU,Batu Caves,171,B-A
KL2051 WISMA HEALTH LANE,Batu Caves,171,B-A
KL613 SENTUL BOULEVARD (BARAT),Batu Caves,171,B-A
KL615 SMK CONVENT SENTUL,Batu Caves,171,B-A
KL616 PASAR SENTUL,Batu Caves,171,B-A
KL617 SK SENTUL 2,Batu Caves,171,B-A
KL2053 BHP SENTUL (OPP),Batu Caves,171,B-A
KL1500 SJKC SENTUL PENG MING (OPP),Batu Caves,171,B-A
SENTUL VILLAGE,Batu Caves,171,B-A
KL618 DARUL HIDAYAH,Batu Caves,171,B-A
KL619 RESIDENSI SKY AWANI (OPP),Batu Caves,171,B-A
KL1502 SMK BATU MUDA,Batu Caves,171,B-A
KL620 ASRAMA PUTRI DESA VIEW,Batu Caves,171,B-A
KL623 TAMAN KOPERASI POLIS,Batu Caves,171,B-A
(M) KL624 IIC/PICOMS,Batu Caves,171,B-A
(M) KL625 GIATMARA BATU MUDA,Batu Caves,171,B-A
KL626 TAMAN BATU MUDA (TIMUR),Batu Caves,171,B-A
KL627 TAMAN BATU MUDA,Batu Caves,171,B-A
SL260 BT CAVES INDUSTRIAL PARK 5 (BARAT),Batu Caves,171,B-A
SL261 PERINDUSTRIAN BT CAVES,Batu Caves,171,B-A
SL263 FLAT TAMAN SRI BATU,Batu Caves,171,B-A
SL264 SK TAMAN SAMUDERA,Batu Caves,171,B-A
SL265 GIANT BT CAVES,Batu Caves,171,B-A
SL222 TAMAN PRIMA SRI GOMBAK,Batu Caves,171,B-A
SL176 DEWAN BERINGIN GOMBAK,Batu Caves,171,B-A
SL235 URBAN 360 (OPP),Batu Caves,171,B-A
SL236 PETRONAS SRI GOMBAK (OPP),Batu Caves,171,B-A
(M) SL503 TAMAN SRI GOMBAK FASA 4 (BARAT),Batu Caves,171,B-A
SL242 KOMERSIAL SERI GOMBAK FASA 5,Batu Caves,171,B-A
SL243 SMK HILLCREST (OPP),Batu Caves,171,B-A
SL244 TAMAN SRI GOMBAK FASA 3,Batu Caves,171,B-A
SL245 KOMERSIAL TAMAN SRI GOMBAK,Batu Caves,171,B-A
SL199 TAMAN SRI GOMBAK FASA 6,Batu Caves,171,B-A
SL505 MASJID SRI GOMBAK (OPP),Batu Caves,171,B-A
SL200 TASIK SRI GOMBAK FASA 8,Batu Caves,171,B-A
SL201 PERUMAHAN TAMAN SRI GOMBAK (TIMUR),Batu Caves,171,B-A
SL202 TAMAN TASIK SRI GOMBAK,Batu Caves,171,B-A
SL203 PERUMAHAN SRI GOMBAK FASA 9,Batu Caves,171,B-A
SL204 TAMAN SERI GOMBAK FASA 10,Batu Caves,171,B-A
SL177 FLAT PINGGIRAN,Batu Caves,171,B-A
SL178 KG MELAYU WIRA DAMAI,Batu Caves,171,B-A
SL179 KG MELAYU WIRA DAMAI,Batu Caves,171,B-A
SL180 APARTMENT SAUJANA,Batu Caves,171,B-A
SL181 PANGSAPURI KENANGA (OPP),Batu Caves,171,B-A
SL294 HAB WIRA DAMAI,Batu Caves,171,B-A
SL215 HAB BAS GREENWOOD,Batu Caves,172,A-B
SL470 MASJID AR-RAHIMAH,Batu Caves,172,A-B
SL471 SRA RAKYAT DARUL MUJAHIDIN,Batu Caves,172,A-B
KL1796 TAMAN KOPERASI POLIS 1,Batu Caves,172,A-B
(M) KL1794 TAMAN PELANGI,Batu Caves,172,A-B
KL989 KG CHUBADAK HULU (SELATAN),Batu Caves,172,A-B
KL991 KG CHUBADAK TAMBAHAN,Batu Caves,172,A-B
KL642 SJKC PENG MING,Batu Caves,172,A-B
SJKC PENG MING,Batu Caves,172,A-B
KL2063 SPG DATO SENU,Batu Caves,172,A-B
KL643 MASJID AL-HIDAYAH SENTUL,Batu Caves,172,A-B
KL644 PANGSAPURI SENTUL UTARA,Batu Caves,172,A-B
KL2064 SMK CONVENT SENTUL (OPP),Batu Caves,172,A-B
KL645 SENTUL BOULEVARD (UTARA),Batu Caves,172,A-B
KL647 FENNEL SENTUL,Batu Caves,172,A-B
KL2065 CAPERS SENTUL,Batu Caves,172,A-B
KL665 SJKC SENTUL KL,Batu Caves,172,A-B
KL665 SJKT SENTUL,Batu Caves,172,A-B
KL666 PERUMAHAN AWAM SERI TERENGGANU,Batu Caves,172,A-B
KL2249 PERKIM,Batu Caves,172,A-B
KL50 DAMAI HOSPITAL,Batu Caves,172,A-B
(M) KL52 MONORAIL CHOWKIT,Batu Caves,172,A-B
KL69 PASAR CHOW KIT,Batu Caves,172,A-B
KL70 SRI AMAR,Batu Caves,172,A-B
KL71 KOMERSIAL TAR,Batu Caves,172,A-B
KL35 MAJU JUNCTION,Batu Caves,172,A-B
KL36 KOMPLEKS PERTAMA,Batu Caves,172,A-B
(M) KL1940 SOGO KL,Batu Caves,172,A-B
(M) KL1940 SOGO KL,Batu Caves,172,B-A
KL40 MEDAN MARA,Batu Caves,172,B-A
SKPK LELAKI JLN BATU,Batu Caves,172,B-A
KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,Batu Caves,172,B-A
KL42 EDC HOTEL,Batu Caves,172,B-A
KL46 CHOWKIT/KFC (BARAT),Batu Caves,172,B-A
KL47 DAMAI HOSPITAL (OPP),Batu Caves,172,B-A
KL47 PICOMS,Batu Caves,172,B-A
KL49 PERKIM/PUSRAWI,Batu Caves,172,B-A
KL610 IPD SENTUL,Batu Caves,172,B-A
KL2050 FLAT SRI TERENGGANU,Batu Caves,172,B-A
KL2051 WISMA HEALTH LANE,Batu Caves,172,B-A
KL2052 SMK LA SALLE,Batu Caves,172,B-A
KL613 SENTUL BOULEVARD (BARAT),Batu Caves,172,B-A
KL615 SMK CONVENT SENTUL,Batu Caves,172,B-A
KL616 PASAR SENTUL,Batu Caves,172,B-A
KL617 SK SENTUL 2,Batu Caves,172,B-A
KL2053 BHP SENTUL (OPP),Batu Caves,172,B-A
KL992 KG CHUBADAK TAMBAHAN,Batu Caves,172,B-A
KL2068 KG CHUBADAK,Batu Caves,172,B-A
KL1793 TAMAN PELANGI,Batu Caves,172,B-A
KL1795 TAMAN KOPERASI POLIS,Batu Caves,172,B-A
(M) SL468 RAUDHATUL SAKINAH,Batu Caves,172,B-A
SL469 MASJID AR-RAHIMAH,Batu Caves,172,B-A
SL212 HAB BAS GREENWOOD (OPP),Batu Caves,172,B-A
SL473 HAB TAMAN JASA UTAMA,Batu Caves,173,A-B
SL62 BDR BARU SELAYANG FASA 2A,Batu Caves,173,A-B
SL63 KG BENDAHARA,Batu Caves,173,A-B
SL64 TAMAN SELAYANG MUTIARA,Batu Caves,173,A-B
SL65 KG SG TUA BARU,Batu Caves,173,A-B
SL66 SRA SG TUA,Batu Caves,173,A-B
SL82 SIMPANG MASUK KG NAKHODA,Batu Caves,173,A-B
SL75 AZMIDA TECHNICAL COLLEGE (OPP),Batu Caves,173,A-B
SL72 MASJID KG NAKHODA,Batu Caves,173,A-B
SL73 KG LAKSAMANA (UTARA),Batu Caves,173,A-B
SL78 KG BARU SG TUA (TIMUR),Batu Caves,173,A-B
SL67 WISMA YATI AHMAD,Batu Caves,173,A-B
SL481 BALAI MUKIM BATU (OPP),Batu Caves,173,A-B
SL83 KOMPLEKS SRI SIANTAN (OPP),Batu Caves,173,A-B
SL482 SMK TAMAN SELAYANG (OPP),Batu Caves,173,A-B
SL84 SMK SERI SELAYANG (OPP),Batu Caves,173,A-B
SL86 PETRONAS DATARAN SELAYANG,Batu Caves,173,A-B
SL88 KOMPLEKS AMANIAH,Batu Caves,173,A-B
SL89 PADANG AWAM BATU CAVES,Batu Caves,173,A-B
SL485 PLAZA UMNO BATU CAVES,Batu Caves,173,A-B
SL486 NISSAN (OPP),Batu Caves,173,A-B
SL487 AMARI BUSINESS PARK,Batu Caves,173,A-B
SL488 KJCF,Batu Caves,173,A-B
KL630 HENTIAN BATU MUDA,Batu Caves,173,A-B
KL631 TAMAN BATU MUDA (TENGAH),Batu Caves,173,A-B
KL632 TAMAN BATU MUDA (TIMUR),Batu Caves,173,A-B
(M) KL633 RAUDHATUL SAKINAH,Batu Caves,173,A-B
KL634 IIC/PICOMS (OPP),Batu Caves,173,A-B
KL636 TAMAN KOPERASI POLIS,Batu Caves,173,A-B
KL621 MASJID SAIDINA HAMZAH,Batu Caves,173,A-B
KL2244 PADANG BOLA BATU MUDA,Batu Caves,173,A-B
KL2246 PERUMAHAN TENTERA AMPAT TIN (OPP),Batu Caves,173,A-B
KL2276 SK BATU MUDA,Batu Caves,173,A-B
KL591 PPR BATU MUDA BLOK A,Batu Caves,173,A-B
KL592 PPR BATU MUDA BLOK G,Batu Caves,173,A-B
KL594 MRT KG BATU,Batu Caves,173,A-B
KL598 SK KAMPUNG BATU,Batu Caves,173,A-B
KL599 TAMAN IMPIAN,Batu Caves,173,A-B
KL600 BATU KENTOMEN,Batu Caves,173,A-B
KL601 TAMAN RAINBOW,Batu Caves,173,A-B
KL602 TAMAN KAYA,Batu Caves,173,A-B
KL603 SMK (P) JLN IPOH (OPP),Batu Caves,173,A-B
KL605 TAMAN MILLION,Batu Caves,173,A-B
(M) KL606 RIVERWALK VILLAGE,Batu Caves,173,A-B
KL607 SENTUL WEST,Batu Caves,173,A-B
KL608 HOTEL TROPICANA,Batu Caves,173,A-B
KL609 SMK SENTUL UTAMA,Batu Caves,173,A-B
KL2249 PERKIM,Batu Caves,173,A-B
KL50 DAMAI HOSPITAL,Batu Caves,173,A-B
(M) KL52 MONORAIL CHOWKIT,Batu Caves,173,A-B
KL69 PASAR CHOW KIT,Batu Caves,173,A-B
KL70 SRI AMAR,Batu Caves,173,A-B
KL71 KOMERSIAL TAR,Batu Caves,173,A-B
KL36 KOMPLEKS PERTAMA,Batu Caves,173,A-B
KL37 GLOBE KL,Batu Caves,173,A-B
KL38 COLISEUM,Batu Caves,173,A-B
KL114 DATARAN MERDEKA,Batu Caves,173,A-B
KL1934 MUZIUM TEKSTIL NEGARA,Batu Caves,173,A-B
KL1939 MEDAN PASAR,Batu Caves,173,A-B
KL117 BSN LEBUH AMPANG,Batu Caves,173,A-B
KL117 BSN LEBUH AMPANG,Batu Caves,173,B-A
KL30 AMANAHRAYA,Batu Caves,173,B-A
(M) KL31 HENTIAN MUNSHI ABDULLAH,Batu Caves,173,B-A
(M) KL32 CAPSQUARE,Batu Caves,173,B-A
(M) KL1940 SOGO KL,Batu Caves,173,B-A
KL40 MEDAN MARA,Batu Caves,173,B-A
SKPK LELAKI JLN BATU,Batu Caves,173,B-A
KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,Batu Caves,173,B-A
KL42 EDC HOTEL,Batu Caves,173,B-A
KL46 CHOWKIT/KFC (BARAT),Batu Caves,173,B-A
KL47 DAMAI HOSPITAL (OPP),Batu Caves,173,B-A
KL47 PICOMS,Batu Caves,173,B-A
KL49 PERKIM/PUSRAWI,Batu Caves,173,B-A
KL578 TAMAN GOLDEN,Batu Caves,173,B-A
KL579 SK SRI DHANDAYUTHAPANI,Batu Caves,173,B-A
(M) KL1580 PETRON SENTUL WEST,Batu Caves,173,B-A
KL580 RIVERCITY 3RD MILE,Batu Caves,173,B-A
KL581 BATU COMPLEX BUSINESS CENTRE,Batu Caves,173,B-A
KL583 SMK (P) JLN IPOH,Batu Caves,173,B-A
KL584 KOMPLEKS MUTIARA,Batu Caves,173,B-A
KL585 MRT KENTOMEN PINTU B,Batu Caves,173,B-A
KL586 KOMPLEKS MIKASA,Batu Caves,173,B-A
KL1577 SK KAMPUNG BATU (OPP),Batu Caves,173,B-A
KL594 MRT KG BATU,Batu Caves,173,B-A
KL593 PPR BATU MUDA BLOK G (OPP),Batu Caves,173,B-A
KL1571 PPR BATU MUDA (OPP),Batu Caves,173,B-A
KL2239 SK BATU MUDA (OPP),Batu Caves,173,B-A
KL2240 PERUMAHAN TENTERA AMPAT TIN,Batu Caves,173,B-A
KL2242 PERUMAHAN LOT BATU MUDA,Batu Caves,173,B-A
KL2275 MASJID SAIDINA HAMZAH (OPP),Batu Caves,173,B-A
KL623 TAMAN KOPERASI POLIS,Batu Caves,173,B-A
(M) KL624 IIC/PICOMS,Batu Caves,173,B-A
(M) KL625 GIATMARA BATU MUDA,Batu Caves,173,B-A
KL626 TAMAN BATU MUDA (TIMUR),Batu Caves,173,B-A
KL627 TAMAN BATU MUDA,Batu Caves,173,B-A
KL628 TAMAN BATU MUDA (TENGAH),Batu Caves,173,B-A
KL629 HENTIAN BATU MUDA,Batu Caves,173,B-A
SL491 KJCF (OPP),Batu Caves,173,B-A
SL492 AMARI BUSINESS PARK,Batu Caves,173,B-A
SL493 NISSAN,Batu Caves,173,B-A
SL28 PADANG AWAM BATU CAVES (OPP),Batu Caves,173,B-A
SL29 KOMPLEKS AMANIAH (OPP),Batu Caves,173,B-A
SL30 KOMERSIAL TAMAN SELAYANG,Batu Caves,173,B-A
SL31 SK TMN SELAYANG,Batu Caves,173,B-A
SL33 KOMPLEKS SRI SIANTAN,Batu Caves,173,B-A
SL56 BALAI MUKIM BATU,Batu Caves,173,B-A
SL82 SIMPANG MASUK KG NAKHODA,Batu Caves,173,B-A
